EIIN,Institution_Name,Institution_Type,Management,Establishment_Year,Division,District,Madrasah_Type,College_Type,Computer_Facility_2010,Internet_2010,Year,Total_Students,Female_Students,Disabled_Students,Teachers,TSR,Dropout_Rate,Completion_Rate,Pass_Rate,Computer_Facility,Internet_Access,Electricity_Access,Girls_Toilet,Budget,Community_Contribution,Solar_System,Data_Source,Cluster,Infrastructure_Score
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2012,1004,520,57,0.22772277227722776,34.99288194993608,36.44121836078372,63.55878163921628,81.64424242899555,0,0.0,0.6404097041931716,1,0.4110759153506919,294276.56,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.27385478935851426
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2013,569,319,27,0.13861386138613863,29.618369683514487,38.33581093259037,61.66418906740963,80.19239649019129,0,1.0,0.9057526681568764,1,0.5784758935956746,2280966.78,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5308221052136789
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2014,1058,666,48,0.28712871287128716,31.101980635699285,34.241924312532696,65.75807568746731,80.5643634094403,0,1.0,0.9668431918166625,1,0.5760509924265996,2089920.32,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5741641100746859
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2015,647,265,31,0.1584158415841584,30.755692741665875,30.29093244610709,69.70906755389291,84.3237525991199,0,1.0,1.0,1,0.6205211345405363,3431097.23,1,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.5577853197455157
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2016,347,205,20,0.0594059405940594,29.113799541771908,22.407101412270887,77.59289858772911,83.45218273060621,0,0.0,1.0,1,0.5252032029264496,1416978.07,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.28042338364144265
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2017,629,296,36,0.14851485148514854,30.48115805972923,34.15882646838603,65.84117353161398,86.51120169391675,0,1.0,0.9273350556864508,1,0.41991220853457667,1583696.25,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4545105597128329
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2018,884,618,51,0.22772277227722776,30.982937549401463,28.164779923372613,71.8352200766274,86.74625261638589,0,1.0,0.89920274390742,1,0.28394306014701365,1424410.78,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.41028836175667516
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2019,568,317,24,0.14851485148514854,28.08464472760378,25.533210325382804,74.46678967461719,83.97330641105547,0,1.0,0.9664052957374868,1,0.31897584012316355,895949.83,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.40404237550712635
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2020,100,60,5,0.0,29.67809819861825,25.653797050744352,74.34620294925566,91.87312901051368,0,1.0,1.0,1,0.13093126612708403,560097.36,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.26546563306354204
7540462,Ins_528 School,Secondary School,Private,1981,Rangpur,Panchagarh,,,0,0,2021,1329,685,64,0.42574257425742573,27.651456428568764,26.937181664525983,73.06281833547402,83.54851770400481,0,1.0,1.0,1,0.2933467675502842,651014.62,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.47439615605236984
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2010,512,267,32,0.099009900990099,33.091739143631614,35.792686547631384,64.20731345236862,84.65926714283155,0,0.0,0.6125243927916747,1,0.30942788428463214,1326692.4,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.18441691243934577
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2011,585,322,28,0.11881188118811882,33.185942872972355,29.830304351019223,70.16969564898078,80.39794661126416,0,0.0,0.8476634080462935,1,0.4693480007720487,426397.45,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.27031756474246
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2012,569,354,24,0.11881188118811882,33.2228452445426,34.00400404964738,65.99599595035262,90.2994610758968,0,0.0,0.602502953312222,0,0.4323892675130846,303312.89,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.2518381981129779
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2013,229,90,8,0.019801980198019806,30.625912812275665,28.427821156604377,71.57217884339562,83.87171777782797,0,0.0,0.5951487628654941,1,0.21838151110557275,1104062.13,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.11513134961219232
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2014,658,345,23,0.1584158415841584,31.23580248472095,32.752102680912294,67.24789731908771,84.68365069284621,0,1.0,0.8297634075063606,1,0.3831076809114461,1571089.83,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.43907859293097057
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2015,693,431,30,0.1683168316831683,31.43326400166918,37.550766718025926,62.449233281974074,82.40022037080014,0,1.0,0.7861780753856485,1,0.16740169334976635,642380.7,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.33419589617983364
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2016,150,63,6,0.0,32.71791681410299,36.79478990964099,63.20521009035901,86.53266952840653,0,1.0,0.7742159447785695,1,0.35013832052408983,1326228.18,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.37506916026204495
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2017,100,60,5,0.0,27.785927474091917,34.43615848400471,65.56384151599529,89.57287365187048,0,1.0,0.7564527498463186,1,0.07160459921155776,432042.11,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.2358022996057789
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2018,807,407,37,0.19801980198019803,31.214129131996454,28.736355201528248,71.26364479847174,85.0564637947401,0,1.0,0.951730449373019,1,0.6204710918521662,3525215.07,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.5696414865201425
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2019,426,248,15,0.08910891089108912,30.290807500108738,36.65610769979096,63.34389230020904,82.3221165954651,0,1.0,1.0,1,0.560318731254422,1352338.89,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5068920388945377
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2020,738,362,42,0.20792079207920794,28.07478118287204,31.94085934688302,68.05914065311698,86.68137379750956,0,1.0,0.9745099803351426,1,0.23593084742877266,417920.9,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.38034166133814873
6611236,Ins_80 School,Secondary School,Private,1991,Mymensingh,Netrakona,,,0,0,2021,350,174,22,0.0693069306930693,28.26449366159898,25.90427509226813,74.09572490773186,82.56199480560788,0,1.0,1.0,1,0.4020338703989244,1080165.6,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.42180901440738305
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2010,453,253,27,0.07920792079207921,32.38510042486097,33.89126899648971,66.10873100351029,82.22725653870238,0,0.0,0.966149134704886,1,0.17919551554335694,258532.79,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.11336013400930223
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2011,682,361,34,0.1683168316831683,30.194925622644696,36.01118695009836,63.98881304990164,81.67242795530154,0,0.0,0.7010562604517828,1,0.3813672586437704,1321213.63,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.2411786788268357
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2012,418,270,28,0.0594059405940594,35.47644674600167,31.170128277890154,68.82987172210984,85.3591772591259,0,1.0,0.7697116264807574,1,0.5342325033422654,2242153.8,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.4849380338493505
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2013,225,142,11,0.019801980198019806,32.05117988341477,31.393196400301456,68.60680359969854,86.33072595741963,0,1.0,0.811917247217927,1,0.42923977735385116,2092435.54,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4205604827363315
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2014,440,295,16,0.0693069306930693,35.939131251103106,28.304171608912043,71.69582839108796,80.04804896397852,0,0.0,0.8468067594480909,1,0.44396580689556203,1033728.63,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.2427749826557018
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2015,465,281,18,0.08910891089108912,32.44907774203012,32.68159797177064,67.31840202822936,84.14449419688572,0,1.0,0.9200614447033512,1,0.6193277446728283,405215.84,1,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.536396545603741
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2016,803,371,45,0.19801980198019803,31.460300806946403,33.615412036804244,66.38458796319576,83.64032856884354,0,0.0,0.8512291693331617,1,0.4694866041375729,518673.45,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.29414924266284587
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2017,805,388,34,0.21782178217821785,29.50251222999255,31.26757955078575,68.73242044921425,86.45245150164135,0,1.0,0.8077215552897178,1,0.28417792336237013,1119362.06,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.4074354963346504
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2018,798,444,37,0.18811881188118812,32.59480160044327,32.72764451550765,67.27235548449235,80.06813514439766,0,1.0,1.0,1,0.21449241392003157,1208343.1,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.36368185052437224
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2019,270,189,11,0.0297029702970297,32.20345462667824,36.41496129984451,63.58503870015549,83.8671158358104,0,1.0,0.80157948261254,1,0.02244170002706769,98990.2,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.22013174110264278
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2020,910,459,38,0.25742574257425743,28.84610921875902,29.39346412279361,70.6065358772064,85.07189820144299,0,1.0,0.9045263942275183,1,0.1014546781828806,202725.54,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.32795506186371753
1306575,Ins_489 School,Secondary School,Private,1970,Dhaka,Narayanganj,,,0,0,2021,100,63,5,0.0,28.34578078353235,24.288631574615938,75.71136842538407,85.51015257011365,0,1.0,1.0,1,0.2968155317756501,1349555.12,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.34840776588782507
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2010,874,474,55,0.27722772277227725,26.385429658447833,19.794957456160056,80.20504254383994,76.52311086146968,1,0.0,0.8219762966323904,1,0.6397546723524681,878789.97,1,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.4030456530079172
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2011,1292,660,81,0.36633663366336633,30.747106590012947,19.4799057553413,80.52009424465871,79.79767491754755,1,0.0,0.61806357600302,1,0.5359289520871318,2730777.29,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.37786546614257577
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2012,960,526,45,0.26732673267326734,29.10514769869206,21.874512598474475,78.12548740152553,81.55172914253102,1,0.0,0.8209158384770614,1,0.4471536751739606,1577190.3,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.3037748573889605
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2013,789,375,47,0.22772277227722776,27.37762192136287,20.883423503938012,79.11657649606198,80.62601596787088,1,1.0,0.6868507163869206,1,0.5325618922602883,471813.88,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5345977778133124
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2014,774,336,44,0.22772277227722776,26.89798170129203,17.24864027205602,82.75135972794398,81.11761113707443,1,1.0,0.7883104764155624,1,0.762596391397286,981994.01,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.6496150273818113
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2015,959,526,32,0.25742574257425743,30.428927039276832,20.928277109961783,79.07172289003822,83.72527938943631,1,0.0,0.8797240951151084,1,0.3125755795019986,1807605.23,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.2335155125232765
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2016,813,376,34,0.24752475247524752,27.044015359252807,22.524456248935433,77.47554375106456,85.75808955122677,1,0.0,0.910864311093376,1,0.4468163466322219,2104661.93,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.2976655990586852
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2017,1267,578,70,0.36633663366336633,29.947171101511593,17.709353699240435,82.29064630075956,78.63342563268385,1,1.0,0.9387626557620756,1,0.841490606166943,3931364.95,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.7306462931824814
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2018,942,413,45,0.25742574257425743,29.64397006443094,21.56001942376179,78.43998057623821,83.70533432794304,1,1.0,0.9284715138003464,1,0.6443388435630325,650114.37,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.5993971445537934
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2019,1534,1013,95,0.44554455445544555,30.586204805124417,20.934568594047203,79.0654314059528,81.08610831012436,1,1.0,0.9166869459580558,1,0.425890067703383,2254570.7,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.5466084001883251
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2020,568,269,17,0.11881188118811882,31.894863890909345,12.95859305597804,87.04140694402196,84.1039116729416,1,1.0,0.7701284128113068,1,0.3338060873842904,621499.88,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4025466080485809
4450010,Ins_81 College,College,Private,1968,Barishal,Bhola,,Masters,1,0,2021,1447,562,98,0.40594059405940597,30.996053463222975,12.614351827326605,87.3856481726734,77.38203270287389,1,1.0,1.0,1,0.6024514411507406,1534720.9,1,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.6230078987931921
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2010,654,336,31,0.13861386138613863,33.16565475960845,37.51564578068791,62.48435421931209,82.64222335370972,0,0.0,0.6486533100794738,1,0.4863965650244683,785048.94,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.28478244092807575
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2011,441,265,15,0.0693069306930693,34.54384773674178,38.032838465925046,61.967161534074954,82.0761636608862,0,0.0,0.8590993110083128,1,0.5533207245111397,3065294.99,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.29745244146349065
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2012,935,528,53,0.20792079207920794,35.60849361345175,38.1690733007985,61.8309266992015,88.62704435599642,0,0.0,0.912473470161423,1,0.16295980729393952,961290.66,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.14385614127073215
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2013,797,423,42,0.14851485148514854,38.770614598422405,31.732037034624575,68.26796296537543,85.57395317418847,0,0.0,0.6815650428745283,1,0.4304455486225604,1163639.74,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.25977722975682477
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2014,840,435,30,0.20792079207920794,31.93147522176068,37.502181718288085,62.497818281711915,80.77425668504425,0,1.0,0.7699637351924905,1,0.27359156758300157,695433.77,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.39917202141526315
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2015,274,164,10,0.019801980198019806,35.18870882078555,31.22541494204755,68.77458505795245,82.98594478453016,0,1.0,1.0,1,0.5832372737337822,3141269.12,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.49755923092629706
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2016,377,235,25,0.0594059405940594,32.53533511154155,33.35647924009608,66.64352075990392,89.56046425428242,0,0.0,0.8601346676479901,1,0.552006239426496,3451479.16,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.2938249018914658
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2017,349,204,18,0.0594059405940594,30.53647277971548,30.2033533667989,69.7966466332011,88.08715560043198,0,0.0,0.9528716724379792,1,0.29960915401556365,271243.48,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.16762635918599963
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2018,702,406,33,0.18811881188118812,28.74349573712344,26.060853638468995,73.939146361531,89.75334316179374,0,1.0,0.9057602211025548,1,0.44783763358708817,2410376.93,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4803544603579005
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2019,710,439,45,0.20792079207920794,26.383940427208135,24.827584230437377,75.17241576956263,85.6627256828842,0,1.0,0.974663472196354,1,0.4318415507731567,2363351.2,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4782970130103407
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2020,663,381,43,0.1782178217821782,28.715113862462587,27.8094737930121,72.1905262069879,84.31518722126735,0,1.0,1.0,1,0.5206158575729319,1717187.13,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5137732753211195
2425352,Ins_555 School,Secondary School,Public,2017,Dhaka,Gopalgonj,,,0,0,2021,815,472,35,0.21782178217821785,29.414363756076924,23.34789743751493,76.65210256248507,88.08651956794682,0,1.0,0.8728125926107753,1,0.3360760580401379,988253.67,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.43338456367353434
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2010,581,278,36,0.1782178217821782,24.858190774961816,29.433186918611245,70.56681308138876,85.83321851987577,1,0.0,0.6717321164722332,1,0.26200659409345517,1128378.06,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.18446864358138104
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2011,653,373,41,0.19801980198019803,25.78429173020707,20.51317349681854,79.48682650318146,81.5446536356307,1,0.0,0.5483807648828535,1,0.13667647755959536,510673.23,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.12774417937385707
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2012,971,428,56,0.26732673267326734,29.665770370339047,22.92928924973638,77.07071075026361,74.71979806353526,1,0.0,1.0,1,0.2160777582234326,516638.08,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.1882368989136965
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2013,797,364,47,0.2376237623762376,27.400439156410965,22.62394059470061,77.37605940529939,73.2034537818918,1,0.0,0.7780031442525345,1,0.35074351253728586,1572406.64,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.24665888498151423
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2014,766,390,36,0.26732673267326734,23.525803537167462,19.509010006129515,80.49098999387049,82.09032069123786,1,1.0,0.7818705854733319,1,0.4026404586327399,867214.06,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4815182491183502
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2015,650,378,39,0.18811881188118812,26.875307479455717,18.35425961901861,81.6457403809814,76.82946851898033,1,1.0,0.7088817118448167,1,0.35223956354998737,1700300.91,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.43255542533935015
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2016,1073,547,54,0.3069306930693069,29.61541044485112,20.5766506411901,79.4233493588099,80.08919368854122,1,1.0,0.891363674571359,1,0.38546966194911675,1466942.03,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.48481403889535046
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2017,991,494,38,0.24752475247524752,32.53260192527014,17.266394096820676,82.73360590317932,80.99850244774343,1,1.0,0.9221940929208816,1,0.36329710588129965,430748.36,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4559059786832241
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2018,1201,648,54,0.3564356435643565,29.170712909503653,15.985470586710004,84.01452941328999,85.72117768420155,1,0.0,1.0,1,0.5102581870730692,1462011.32,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.3620597866058416
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2019,817,446,36,0.2376237623762376,27.42524185266698,18.41140966376061,81.58859033623939,83.46234685416087,1,1.0,0.9582654730298678,1,0.4061172367374263,933231.44,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.47434574708158445
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2020,1260,689,61,0.34653465346534656,31.097400934778552,16.652337986499997,83.3476620135,75.48214080195521,1,1.0,1.0,1,0.32492304804090516,1687990.29,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.46642192006005656
5556395,Ins_546 College,College,Private,2010,Dhaka,Shariatpur,,Degree (Honors),1,0,2021,1011,619,65,0.29702970297029707,28.36077592557908,13.296498601609269,86.70350139839073,83.72547313022471,1,1.0,0.9522678861824104,1,0.16025464624427205,287871.15,1,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.3692362340132252
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2010,659,343,25,0.13861386138613863,33.07669320548083,33.12138055005203,66.87861944994796,82.60116582792847,0,0.0,0.8072381566413946,0,0.23235176042268707,797252.18,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.15776003862718513
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2011,247,126,14,0.019801980198019806,32.569646260266325,31.18938349925884,68.81061650074116,80.29624478896649,0,0.0,0.7347126942625987,1,0.18575417881725761,1172890.67,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.09881768346803475
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2012,589,337,40,0.12871287128712872,31.990462099346136,33.997923123856594,66.0020768761434,81.4947180924053,0,0.0,0.5172351662353517,1,0.2810482603404936,646635.37,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.17913799155638543
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2013,646,303,34,0.13861386138613863,33.25733120255008,36.51068302911917,63.48931697088083,92.48180855599388,0,1.0,0.7903600375806936,1,0.3736228118410221,430028.14,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4283955643363526
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2014,281,140,12,0.0396039603960396,28.698669995972388,24.558412400006723,75.44158759999328,81.09183316091885,0,1.0,0.6502437062920977,1,0.34307466263320685,1537382.88,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.38341851943541533
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2015,484,291,18,0.099009900990099,31.376874138188327,31.08299121849271,68.91700878150729,84.90209544640653,0,1.0,0.8513449033834286,0,0.19590328112592895,975818.6,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.32765461085999414
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2016,516,254,26,0.10891089108910891,31.51782094666563,32.57377060995972,67.42622939004028,85.53730152716786,0,1.0,0.8827235365474484,1,0.2719149803240046,1191903.6,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.368630757488735
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2017,333,178,19,0.0594059405940594,30.252916927519905,31.74787826012611,68.25212173987389,84.01526534995025,0,1.0,1.0,1,0.30181008385167707,1890474.69,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.3687268241040564
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2018,223,123,11,0.019801980198019806,29.471388797588883,26.88801292282605,73.11198707717395,84.01350277629487,0,1.0,0.8914510537592828,1,0.48202859356380945,2391169.5,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.4469548908413107
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2019,494,252,25,0.11881188118811882,28.334772503628937,30.640042298174286,69.35995770182572,84.58571829765995,0,1.0,0.9293421520323152,1,0.32933914733771924,1223383.89,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.40031313802529533
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2020,479,287,14,0.08910891089108912,32.31008271711831,26.737323258159066,73.26267674184093,80.86718435660603,0,1.0,0.9338718644399108,1,0.44526522567047105,1349815.08,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4493652861025623
2472122,Ins_634 School,Secondary School,Private,2019,Sylhet,Moulvibazar,,,0,0,2021,992,652,41,0.27722772277227725,29.207248529483195,25.72901199154048,74.27098800845951,90.2146828766991,0,1.0,1.0,1,0.3655682606324931,956901.86,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.46595244714792977
1922759,Ins_717 School,Secondary School,Public,1971,Barishal,Barishal,,,0,0,2010,350,185,16,0.0396039603960396,36.40416965158757,40.22582178159567,59.77417821840433,77.92117324026556,0,0.0,0.6645549205219095,1,0.20590605041596105,721559.13,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.1148342133267924
1922759,Ins_717 School,Secondary School,Public,1971,Barishal,Barishal,,,0,0,2011,881,435,38,0.18811881188118812,35.59860173985858,36.50336039220833,63.49663960779167,88.58473923539647,0,0.0,0.7693460235551424,1,0.38091684149243404,292419.15,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.24689406431057345
1922759,Ins_717 School,Secondary School,Public,1971,Barishal,Barishal,,,0,0,2012,300,155,13,0.04950495049504951,28.714000723129825,36.25985546734056,63.74014453265944,85.07819898580168,0,1.0,0.7602000934536777,1,0.6088695896108088,1407162.45,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.5192862799539193
